Gender,Age,Travel_Class,Inflight_WiFi,Food_Drink,Seat_Comfort,Inflight_Entertainment,Onboard_Service,Leg_Room,Inflight_Service,Cleanliness,Overall_Satisfaction
Male,18,Eco,3,2,3,2,5,4,4,2,neutral or dissatisfied
Male,52,Eco,3,3,2,3,3,5,3,3,neutral or dissatisfied
Male,60,Eco Plus,3,3,3,3,4,3,4,3,neutral or dissatisfied
Male,38,Business,2,3,3,5,5,5,5,3,satisfied
Male,41,Eco,5,5,5,5,2,2,2,5,satisfied
Male,41,Business,2,3,4,3,3,4,3,3,satisfied
Female,15,Eco,2,1,1,1,5,5,4,1,neutral or dissatisfied
Female,49,Eco,1,1,1,4,2,2,2,1,neutral or dissatisfied
Male,18,Eco,4,3,4,3,3,4,4,3,satisfied
Female,39,Eco,5,5,5,5,2,3,2,5,satisfied
Female,25,Business,2,2,2,2,2,2,5,2,neutral or dissatisfied
Male,28,Business,5,4,5,4,5,4,4,4,satisfied
Female,37,Business,3,5,5,5,5,5,5,5,satisfied
Female,31,Eco,3,3,3,3,1,5,4,3,neutral or dissatisfied
Female,32,Eco,3,3,3,3,5,3,5,3,neutral or dissatisfied
Female,25,Eco,2,5,5,5,5,4,1,5,neutral or dissatisfied
Male,55,Business,3,5,5,4,4,4,4,3,satisfied
Male,51,Business,4,5,5,3,4,3,4,5,satisfied
Female,40,Business,0,4,3,5,5,5,5,2,satisfied
Male,25,Business,1,4,4,4,1,5,2,4,satisfied
Female,70,Eco,3,2,5,5,5,3,5,3,neutral or dissatisfied
Female,55,Eco,2,4,3,2,2,2,2,3,neutral or dissatisfied
Male,53,Eco,1,5,5,5,3,1,1,5,neutral or dissatisfied
Male,73,Business,1,3,3,2,2,2,2,4,neutral or dissatisfied
Female,32,Eco Plus,0,3,2,3,3,3,4,3,satisfied
Male,30,Eco Plus,1,4,5,4,1,4,3,4,neutral or dissatisfied
Male,19,Eco,1,5,5,5,4,5,4,5,neutral or dissatisfied
Male,33,Business,2,5,5,5,3,3,2,5,satisfied
Female,13,Eco,3,2,2,2,4,3,4,2,neutral or dissatisfied
Male,53,Eco Plus,3,3,3,3,5,1,3,3,satisfied
Female,31,Eco,1,2,2,2,3,5,4,2,neutral or dissatisfied
Male,62,Business,1,4,4,4,4,4,4,4,satisfied
Male,29,Eco,4,2,2,2,4,5,5,2,neutral or dissatisfied
Male,57,Business,1,2,4,5,5,5,5,4,satisfied
Male,34,Business,0,3,1,2,2,2,2,2,satisfied
Male,45,Eco,3,5,2,5,3,2,4,5,neutral or dissatisfied
Female,65,Eco,1,5,3,2,2,1,2,3,neutral or dissatisfied
Female,48,Business,2,2,3,2,2,2,2,4,neutral or dissatisfied
Female,8,Eco,4,3,3,3,1,1,2,3,neutral or dissatisfied
Male,36,Eco,1,5,5,5,4,5,5,5,neutral or dissatisfied
Female,48,Business,4,3,4,4,4,4,4,4,satisfied
Female,10,Eco,3,5,5,5,3,2,5,5,neutral or dissatisfied
Male,24,Eco,4,5,5,5,1,2,1,5,satisfied
Male,52,Business,4,2,4,3,3,3,3,5,satisfied
Male,43,Eco,3,4,4,4,3,3,1,4,neutral or dissatisfied
Female,21,Business,2,5,5,5,5,2,4,5,satisfied
Female,24,Eco,3,2,2,2,2,3,2,2,neutral or dissatisfied
Male,40,Business,4,3,3,3,5,4,4,3,satisfied
Female,8,Eco,1,2,3,2,5,2,4,2,neutral or dissatisfied
Female,40,Business,4,4,4,4,4,4,4,5,satisfied
Male,41,Business,4,4,4,5,5,5,5,4,satisfied
Female,67,Eco Plus,4,3,4,5,5,4,5,4,neutral or dissatisfied
Male,40,Business,2,4,5,4,4,4,4,4,satisfied
Female,51,Business,1,3,4,4,4,5,4,4,satisfied
Female,59,Business,2,5,3,2,2,2,2,1,neutral or dissatisfied
Male,29,Business,3,3,3,3,4,3,4,3,satisfied
Male,70,Eco,0,4,4,4,1,4,4,4,satisfied
Male,12,Eco Plus,4,5,5,5,2,3,2,5,neutral or dissatisfied
Male,26,Business,0,4,3,4,4,2,4,4,satisfied
Male,41,Business,3,4,4,5,5,5,5,1,satisfied
Male,60,Business,4,2,5,3,3,3,3,3,satisfied
Male,39,Eco,3,1,1,1,4,2,4,1,neutral or dissatisfied
Female,68,Eco,3,3,3,5,5,3,5,4,neutral or dissatisfied
Male,32,Business,2,3,3,3,4,4,4,3,satisfied
Male,18,Eco,3,3,3,3,4,3,5,3,neutral or dissatisfied
Male,15,Eco,3,2,1,2,3,5,4,2,neutral or dissatisfied
Female,43,Business,1,5,4,4,4,4,4,5,satisfied
Male,49,Eco,3,3,3,3,4,5,4,3,neutral or dissatisfied
Male,25,Eco,3,3,5,3,4,1,4,3,neutral or dissatisfied
Female,50,Eco,2,1,3,4,4,2,4,3,neutral or dissatisfied
Female,39,Business,2,4,4,3,4,5,4,4,satisfied
Female,33,Business,2,4,4,2,3,2,1,4,satisfied
Male,17,Business,3,2,2,2,4,1,3,2,neutral or dissatisfied
Male,41,Business,1,3,5,1,1,2,1,4,satisfied
Male,31,Business,5,4,4,4,3,4,4,4,satisfied
Female,39,Business,4,1,1,1,2,5,1,1,satisfied
Male,64,Business,3,2,5,5,5,5,5,3,satisfied
Male,52,Business,1,3,5,4,4,4,4,3,satisfied
Female,30,Business,4,1,4,1,3,1,3,1,neutral or dissatisfied
Female,42,Eco,5,5,2,5,5,5,5,5,satisfied
Female,48,Business,2,4,5,4,4,5,4,5,satisfied
Male,29,Eco,1,4,4,4,4,2,4,4,neutral or dissatisfied
Female,23,Eco,5,3,4,3,4,5,5,3,satisfied
Male,74,Eco,2,2,2,2,4,2,2,2,neutral or dissatisfied
Male,60,Business,3,5,4,3,3,3,3,2,neutral or dissatisfied
Female,46,Business,2,5,3,2,2,2,2,1,neutral or dissatisfied
Male,55,Business,1,4,5,4,4,4,4,3,satisfied
Male,41,Business,4,4,2,5,5,5,5,4,satisfied
Male,59,Business,2,2,5,2,2,2,2,4,neutral or dissatisfied
Male,57,Business,4,5,4,5,5,5,5,5,satisfied
Female,36,Eco,3,3,3,3,4,4,3,3,neutral or dissatisfied
Male,16,Eco,3,1,5,1,4,2,4,1,neutral or dissatisfied
Female,54,Business,4,4,4,4,4,4,4,5,satisfied
Female,38,Eco,3,3,3,3,1,4,1,3,neutral or dissatisfied
Male,36,Eco,3,3,3,3,1,2,3,3,satisfied
Female,25,Business,5,5,5,5,2,4,1,5,satisfied
Female,55,Eco Plus,3,2,3,3,3,3,3,1,neutral or dissatisfied
Female,40,Eco,2,1,1,1,2,5,3,1,neutral or dissatisfied
Female,21,Eco,1,2,4,2,4,2,5,2,neutral or dissatisfied
Female,38,Business,3,1,1,1,2,3,4,1,neutral or dissatisfied
Female,10,Eco,2,4,4,4,4,5,4,4,neutral or dissatisfied
Female,60,Business,1,4,4,4,2,4,3,4,satisfied
Female,45,Eco,3,4,4,4,1,3,4,4,neutral or dissatisfied
Male,54,Eco,1,2,2,2,3,3,4,2,neutral or dissatisfied
Male,51,Business,4,5,5,3,3,4,3,4,satisfied
Male,44,Business,5,3,5,2,2,2,2,3,satisfied
Female,46,Eco Plus,2,4,5,4,4,3,4,3,neutral or dissatisfied
Male,20,Business,5,3,3,3,3,5,4,3,satisfied
Female,44,Business,4,4,2,4,4,4,4,2,satisfied
Male,36,Eco Plus,2,1,1,1,3,1,4,1,neutral or dissatisfied
Female,13,Eco,4,5,5,5,4,4,4,5,neutral or dissatisfied
Male,38,Eco Plus,4,2,2,2,1,3,3,2,neutral or dissatisfied
Female,33,Business,1,5,1,4,4,4,4,1,satisfied
Male,63,Eco,2,2,2,2,1,3,3,2,neutral or dissatisfied
Female,60,Business,4,3,4,5,5,5,5,5,satisfied
Female,62,Eco,3,2,3,3,3,3,3,2,neutral or dissatisfied
Female,50,Eco,4,2,3,3,3,4,3,4,neutral or dissatisfied
Female,24,Eco Plus,4,4,4,4,2,2,4,4,satisfied
Female,15,Eco,2,5,4,5,4,3,4,5,neutral or dissatisfied
Male,34,Business,3,1,3,3,3,3,3,2,neutral or dissatisfied
Female,36,Business,4,2,4,4,4,3,4,2,neutral or dissatisfied
Female,50,Business,4,5,4,4,4,4,4,3,satisfied
Male,19,Eco,4,2,2,2,1,5,3,2,satisfied
Male,52,Business,4,5,4,4,4,4,4,5,satisfied
Male,50,Business,4,2,4,5,5,5,5,3,satisfied
Female,26,Eco,1,1,2,1,4,5,3,1,neutral or dissatisfied
Female,49,Business,2,5,5,5,5,5,5,5,neutral or dissatisfied
Male,54,Eco Plus,1,4,4,4,5,4,4,4,neutral or dissatisfied
Male,27,Business,5,2,2,2,4,3,5,2,satisfied
Male,60,Business,4,4,4,4,4,5,4,4,satisfied
Male,10,Eco,4,4,4,4,4,4,5,4,neutral or dissatisfied
Female,15,Eco,1,4,4,4,4,3,5,4,neutral or dissatisfied
Female,20,Eco,3,3,3,3,4,2,4,3,neutral or dissatisfied
Male,52,Business,2,2,1,4,4,4,4,5,satisfied
Male,60,Eco,1,2,2,2,4,5,2,2,neutral or dissatisfied
Male,44,Business,4,2,5,4,4,4,4,3,satisfied
Female,50,Eco,5,5,3,5,5,5,5,4,satisfied
Male,40,Business,4,4,4,3,2,4,4,4,satisfied
Female,23,Eco,1,1,5,1,5,5,5,1,neutral or dissatisfied
Female,30,Eco,4,4,4,4,3,5,3,4,neutral or dissatisfied
Male,51,Business,2,1,4,5,5,3,5,3,neutral or dissatisfied
Female,58,Eco,2,5,3,2,2,2,2,3,neutral or dissatisfied
Male,46,Eco,5,2,2,2,4,2,5,2,satisfied
Male,52,Business,3,3,1,3,3,4,3,3,neutral or dissatisfied
Male,20,Business,5,5,5,5,4,5,5,5,satisfied
Male,46,Business,1,4,4,5,5,5,5,3,satisfied
Male,46,Eco,3,2,2,2,1,4,3,2,neutral or dissatisfied
Female,46,Business,4,2,1,4,4,4,4,5,satisfied
Male,56,Business,0,3,4,2,2,2,2,5,satisfied
Male,54,Business,1,2,5,3,5,5,5,5,neutral or dissatisfied
Female,55,Business,5,3,5,3,3,3,3,5,satisfied
Female,27,Business,4,4,2,4,1,2,4,4,neutral or dissatisfied
Male,52,Eco,1,5,5,5,3,2,4,5,neutral or dissatisfied
Male,18,Eco,1,5,5,5,3,3,4,5,neutral or dissatisfied
Female,48,Business,3,2,1,4,4,4,4,1,satisfied
Male,66,Eco,2,5,5,5,5,5,5,5,neutral or dissatisfied
Male,42,Business,4,4,4,5,5,5,5,3,satisfied
Male,43,Business,1,5,3,1,1,1,1,1,neutral or dissatisfied
Male,36,Business,1,5,4,1,1,1,1,2,neutral or dissatisfied
Male,50,Business,2,4,4,3,3,4,3,4,satisfied
Female,45,Eco,2,1,3,3,3,2,3,2,neutral or dissatisfied
Female,45,Business,2,1,3,2,2,2,2,2,neutral or dissatisfied
Female,56,Business,3,5,5,5,5,5,5,4,satisfied
Male,42,Eco,4,4,4,4,4,3,2,4,satisfied
Female,58,Business,4,4,4,4,4,4,4,4,satisfied
Male,9,Eco,3,1,1,1,3,4,4,1,neutral or dissatisfied
Male,60,Eco,1,1,5,2,5,1,2,5,neutral or dissatisfied
Female,52,Eco,1,4,4,4,4,1,4,4,neutral or dissatisfied
Male,50,Eco,3,3,3,3,4,5,4,3,neutral or dissatisfied
Male,12,Eco,2,1,1,1,3,5,5,1,neutral or dissatisfied
Female,50,Eco,2,5,3,2,2,2,2,2,neutral or dissatisfied
Male,59,Eco,3,5,5,5,4,4,4,5,neutral or dissatisfied
Female,21,Business,5,2,2,2,5,2,5,2,satisfied
Male,58,Business,1,3,4,3,3,1,3,5,neutral or dissatisfied
Male,51,Business,3,5,4,3,3,3,3,1,neutral or dissatisfied
Male,21,Eco,1,4,4,4,1,1,2,4,neutral or dissatisfied
Male,44,Business,4,3,3,4,4,4,4,4,neutral or dissatisfied
Female,23,Eco,2,2,2,2,1,3,3,2,neutral or dissatisfied
Female,39,Business,3,5,5,5,1,3,3,5,neutral or dissatisfied
Female,30,Business,2,2,2,2,1,5,3,2,neutral or dissatisfied
Female,26,Eco Plus,4,4,4,4,1,3,3,4,satisfied
Female,24,Eco,5,1,1,1,5,4,5,1,satisfied
Male,66,Business,3,5,5,2,2,3,2,3,neutral or dissatisfied
Female,44,Eco,3,2,3,3,3,3,3,1,neutral or dissatisfied
Female,38,Eco,4,5,4,5,3,5,5,5,satisfied
Female,38,Business,1,5,5,4,4,5,4,5,satisfied
Male,24,Eco,3,2,2,2,3,1,2,2,neutral or dissatisfied
Female,42,Eco,3,1,1,1,3,3,3,1,neutral or dissatisfied
Male,58,Business,5,5,4,4,4,4,4,4,satisfied
Female,55,Business,4,5,4,4,4,4,4,3,satisfied
Male,71,Eco Plus,2,1,1,1,2,3,3,1,neutral or dissatisfied
Female,47,Business,5,2,4,4,4,4,4,5,satisfied
Male,52,Business,5,4,4,3,3,3,3,4,satisfied
Male,18,Eco,4,3,3,3,3,3,4,3,neutral or dissatisfied
Male,33,Eco,5,5,5,5,2,3,2,5,satisfied
Male,35,Eco Plus,3,3,3,3,2,3,4,3,neutral or dissatisfied
Male,29,Business,2,4,4,4,4,4,4,4,satisfied
Male,57,Business,5,4,5,4,4,4,4,3,satisfied
Female,46,Business,2,5,5,3,5,3,3,5,satisfied
Female,39,Business,5,2,5,4,4,4,4,1,satisfied
Female,62,Eco,0,1,1,3,3,0,3,3,satisfied
Female,59,Business,3,2,3,2,2,3,2,4,neutral or dissatisfied
Male,67,Eco Plus,1,2,2,2,3,3,4,2,neutral or dissatisfied
Female,20,Eco,2,2,3,4,3,4,3,3,neutral or dissatisfied
Female,24,Eco,4,5,5,5,5,5,4,5,satisfied
Female,55,Business,0,4,5,4,3,2,2,5,satisfied
Female,22,Eco,5,4,4,4,5,2,4,4,satisfied
Male,9,Eco,4,1,1,1,3,3,4,1,neutral or dissatisfied
Female,56,Eco,1,3,3,5,5,1,5,2,neutral or dissatisfied
Male,47,Business,3,5,3,3,3,3,3,1,neutral or dissatisfied
Male,44,Business,4,5,4,4,4,5,4,4,satisfied
Female,17,Eco,5,5,3,5,3,1,2,5,satisfied
Female,44,Eco,2,5,5,3,3,2,3,4,neutral or dissatisfied
Female,25,Eco,2,5,5,5,5,1,2,5,neutral or dissatisfied
Male,63,Eco,1,5,1,5,4,3,5,5,neutral or dissatisfied
Female,49,Business,1,4,5,2,2,2,2,3,satisfied
Male,64,Eco Plus,5,5,5,5,3,2,3,5,satisfied
Female,33,Eco,4,2,2,2,3,5,5,2,neutral or dissatisfied
Female,22,Business,2,4,4,4,5,5,5,4,satisfied
Male,72,Business,3,3,4,3,3,3,3,3,neutral or dissatisfied
Female,45,Business,3,5,5,3,3,2,3,5,satisfied
Male,38,Eco,4,5,5,5,3,3,4,5,neutral or dissatisfied
Female,54,Business,4,5,5,5,4,2,5,5,neutral or dissatisfied
Male,54,Eco,1,1,1,1,4,5,5,1,neutral or dissatisfied
Male,33,Eco Plus,2,2,2,2,1,4,4,2,neutral or dissatisfied
Female,51,Eco,1,4,4,1,1,1,1,2,neutral or dissatisfied
Female,74,Business,3,5,5,4,4,4,4,5,satisfied
Female,59,Business,5,5,4,4,4,4,4,5,satisfied
Female,21,Business,2,3,3,3,3,3,4,3,neutral or dissatisfied
Female,32,Eco,3,3,3,3,2,3,4,3,neutral or dissatisfied
Female,47,Business,5,3,5,4,4,4,4,4,satisfied
Female,45,Business,2,1,3,2,2,2,2,1,neutral or dissatisfied
Female,36,Business,5,4,5,3,3,3,3,3,satisfied
Male,25,Eco,1,2,2,2,1,4,4,2,neutral or dissatisfied
Male,48,Eco,1,2,2,2,1,3,3,2,neutral or dissatisfied
Male,34,Eco,0,5,5,5,1,2,5,5,satisfied
Female,8,Eco,3,1,1,1,1,5,3,1,neutral or dissatisfied
Male,60,Business,0,3,5,5,5,5,5,5,satisfied
Male,9,Eco,2,4,1,4,2,5,2,4,neutral or dissatisfied
Female,41,Eco Plus,4,3,4,4,4,4,4,4,satisfied
Female,24,Business,3,3,3,3,3,4,3,3,neutral or dissatisfied
Female,47,Business,5,3,5,4,4,4,4,5,satisfied
Male,43,Business,4,4,5,5,5,5,5,3,satisfied
Male,49,Business,5,4,4,4,4,5,4,3,satisfied
Female,41,Eco,4,2,5,2,3,2,5,2,neutral or dissatisfied
Female,24,Business,0,1,1,1,3,4,4,1,satisfied
Male,80,Eco,3,3,3,5,1,4,1,3,satisfied
Male,27,Eco,3,4,4,4,1,2,1,4,neutral or dissatisfied
Female,34,Eco,4,5,5,5,4,5,5,5,neutral or dissatisfied
Male,13,Eco,1,2,4,2,3,5,4,2,neutral or dissatisfied
Male,29,Eco Plus,4,4,4,4,4,5,4,4,neutral or dissatisfied
Female,55,Business,3,3,5,5,5,5,5,5,satisfied
Female,42,Business,4,4,3,1,1,4,1,4,neutral or dissatisfied
Female,27,Eco,2,4,4,4,1,5,4,4,neutral or dissatisfied
Male,45,Business,1,4,4,4,4,4,4,4,satisfied
Male,24,Eco,0,4,4,4,4,1,5,4,satisfied
Male,41,Business,1,5,4,1,1,1,1,1,neutral or dissatisfied
Female,41,Business,3,2,5,5,5,4,5,4,satisfied
Male,38,Eco,1,4,4,4,4,2,5,4,neutral or dissatisfied
Male,67,Business,3,3,2,3,3,3,3,2,neutral or dissatisfied
Male,37,Business,4,2,1,4,4,4,4,3,satisfied
Male,49,Business,5,3,4,4,4,4,4,5,satisfied
Male,50,Eco Plus,5,5,5,5,3,5,3,5,satisfied
Male,51,Business,5,2,4,4,4,4,4,3,satisfied
Male,51,Business,1,5,5,5,5,5,5,5,satisfied
Male,22,Eco,2,4,4,4,3,4,3,4,neutral or dissatisfied
Male,34,Eco,4,3,5,3,4,4,5,3,neutral or dissatisfied
Male,68,Eco,2,3,3,3,5,5,4,3,neutral or dissatisfied
Male,57,Eco,5,5,5,5,2,4,3,5,satisfied
Male,52,Business,3,3,4,4,4,4,4,1,satisfied
Male,40,Business,1,4,3,3,3,0,3,1,neutral or dissatisfied
Female,64,Eco,2,3,5,4,4,2,4,5,neutral or dissatisfied
Female,65,Eco,2,5,4,4,4,2,4,3,neutral or dissatisfied
Male,50,Eco Plus,2,5,5,5,2,5,3,5,neutral or dissatisfied
Female,20,Business,4,1,1,1,4,4,5,1,satisfied
Female,28,Eco,2,2,2,2,4,5,2,2,neutral or dissatisfied
Male,15,Eco,1,2,3,2,5,2,4,2,neutral or dissatisfied
Male,21,Business,5,4,4,4,5,4,5,4,satisfied
Female,26,Business,4,5,5,5,4,4,5,5,satisfied
Female,17,Eco,5,1,1,1,1,5,4,1,satisfied
Female,64,Eco,0,3,3,1,1,0,1,1,satisfied
Female,44,Eco,3,5,2,3,3,3,3,1,neutral or dissatisfied
Female,47,Business,1,3,5,5,5,5,5,4,satisfied
Male,53,Business,5,3,5,5,5,5,5,3,satisfied
Male,58,Eco,2,1,1,1,2,4,2,1,neutral or dissatisfied
Male,48,Business,3,5,2,3,3,3,3,2,neutral or dissatisfied
Female,44,Business,4,1,4,4,4,4,4,5,satisfied
Male,60,Business,5,4,5,4,4,4,4,3,satisfied
Male,51,Business,3,2,4,5,5,5,5,4,satisfied
Male,49,Business,3,3,4,4,4,4,4,5,satisfied
Female,14,Eco,3,2,3,2,2,1,4,2,neutral or dissatisfied
Female,19,Eco,2,4,4,4,4,3,3,4,neutral or dissatisfied
Female,24,Eco,2,2,2,2,5,5,2,2,neutral or dissatisfied
Female,50,Eco,4,2,3,4,4,5,4,1,neutral or dissatisfied
Male,39,Eco,1,3,3,3,2,5,4,3,neutral or dissatisfied
Male,21,Eco,0,2,2,2,4,2,4,2,satisfied
Female,30,Eco Plus,1,2,2,2,2,2,3,2,neutral or dissatisfied
Male,7,Eco Plus,4,2,2,2,4,2,2,2,neutral or dissatisfied
Male,40,Eco,1,1,1,1,4,1,4,1,neutral or dissatisfied
Male,50,Business,1,1,4,1,1,1,1,4,neutral or dissatisfied
Female,28,Business,3,4,5,4,1,4,2,4,satisfied
Male,49,Business,5,5,5,5,5,5,5,4,satisfied
Male,58,Business,2,2,4,4,4,5,4,5,satisfied
Male,23,Business,0,3,3,3,4,2,4,3,satisfied
Male,48,Business,5,5,4,4,4,4,4,4,satisfied
Female,23,Eco,1,2,2,2,5,5,4,2,neutral or dissatisfied
Male,56,Business,3,2,4,5,5,5,5,4,satisfied
Female,33,Eco Plus,4,4,4,4,4,3,4,4,neutral or dissatisfied
Male,39,Business,3,2,3,3,3,3,3,1,neutral or dissatisfied
Female,25,Business,4,4,3,4,4,3,4,4,satisfied
Female,42,Business,4,3,4,4,4,4,4,5,satisfied
Female,56,Eco,1,1,3,4,4,1,4,1,neutral or dissatisfied
Female,20,Eco,5,5,5,5,5,4,4,5,satisfied
Male,29,Business,1,5,5,5,5,2,4,5,satisfied
Female,17,Business,1,1,1,1,3,1,3,1,neutral or dissatisfied
Female,40,Business,5,4,5,4,4,4,4,5,satisfied
Female,18,Eco,2,4,4,4,5,2,4,4,neutral or dissatisfied
Female,23,Eco Plus,3,3,3,3,2,1,3,3,neutral or dissatisfied
Female,29,Eco,4,3,3,3,1,4,3,3,neutral or dissatisfied
Female,19,Eco Plus,5,1,1,1,1,3,2,1,satisfied
Female,44,Eco Plus,3,5,3,2,2,3,2,2,neutral or dissatisfied
Female,18,Business,5,4,4,4,3,5,4,4,satisfied
Female,49,Business,5,2,4,4,4,4,4,4,satisfied
Male,33,Eco,3,4,5,4,4,2,5,4,neutral or dissatisfied
Female,55,Eco,4,2,3,4,4,4,4,3,satisfied
Female,27,Eco,2,1,1,1,4,3,4,1,neutral or dissatisfied
Female,42,Business,1,2,4,5,5,5,5,2,satisfied
Male,18,Eco Plus,3,3,3,3,4,5,4,3,neutral or dissatisfied
Female,20,Eco,5,4,3,4,4,5,4,4,satisfied
Female,80,Business,2,4,3,4,4,4,4,4,satisfied
Female,62,Eco,3,3,3,2,1,2,4,3,neutral or dissatisfied
Male,59,Business,5,3,5,4,4,4,4,3,satisfied
Male,47,Business,3,5,4,4,4,4,4,3,satisfied
Male,27,Eco,3,5,5,5,4,5,4,5,neutral or dissatisfied
Male,55,Business,4,4,5,5,5,5,5,3,satisfied
Male,54,Business,3,2,3,3,3,3,3,4,neutral or dissatisfied
Female,52,Business,3,5,4,5,5,4,5,3,satisfied
Female,27,Eco Plus,3,1,1,1,4,5,4,1,neutral or dissatisfied
Male,50,Eco,2,5,5,5,1,5,3,5,neutral or dissatisfied
Male,58,Business,5,4,4,3,3,3,3,5,satisfied
Female,25,Business,1,5,5,5,4,3,5,5,satisfied
Male,70,Eco,3,1,1,1,1,4,4,1,neutral or dissatisfied
Male,9,Eco,1,5,5,5,4,5,4,5,neutral or dissatisfied
Female,62,Eco,5,4,4,2,2,5,2,3,satisfied
Male,72,Eco,3,4,4,4,4,3,3,4,neutral or dissatisfied
Male,13,Eco,1,4,4,4,1,1,3,4,neutral or dissatisfied
Female,23,Business,1,5,5,5,3,3,4,5,satisfied
Male,29,Eco,3,1,1,1,4,2,3,1,neutral or dissatisfied
Female,46,Eco,2,3,4,2,2,2,2,4,neutral or dissatisfied
Male,40,Eco,4,4,4,4,2,2,1,4,satisfied
Male,23,Business,3,5,5,5,4,5,5,5,satisfied
Male,45,Eco,4,4,4,4,5,1,2,4,satisfied
Male,54,Eco Plus,1,1,1,1,1,1,4,1,neutral or dissatisfied
Female,54,Business,1,2,1,3,3,5,3,5,satisfied
Male,35,Eco,5,5,4,5,3,1,5,5,satisfied
Male,60,Eco Plus,5,5,5,5,3,5,4,5,satisfied
Female,62,Eco,2,3,3,3,5,4,2,3,neutral or dissatisfied
Female,59,Eco,4,3,4,1,1,0,1,1,neutral or dissatisfied
Male,54,Eco,3,3,3,3,4,2,5,3,neutral or dissatisfied
Male,28,Eco,1,4,3,4,3,1,4,4,neutral or dissatisfied
Female,56,Business,3,5,3,3,3,3,3,3,neutral or dissatisfied
Male,21,Business,3,3,3,3,1,1,4,3,neutral or dissatisfied
Female,44,Eco,5,2,2,5,5,5,5,5,satisfied
Female,27,Eco,2,5,3,5,1,4,3,5,neutral or dissatisfied
Male,37,Eco,2,2,2,2,3,4,2,2,neutral or dissatisfied
Male,34,Eco,2,3,3,3,4,2,4,3,neutral or dissatisfied
Female,19,Eco,3,3,3,3,5,3,5,3,neutral or dissatisfied
Female,65,Business,2,2,1,2,2,2,2,4,neutral or dissatisfied
Female,60,Business,3,2,4,5,5,5,5,5,satisfied
Female,54,Business,2,4,3,2,2,2,2,3,neutral or dissatisfied
Female,10,Eco,2,4,4,4,3,5,4,4,neutral or dissatisfied
Female,54,Business,4,5,3,4,4,4,4,1,neutral or dissatisfied
Female,17,Business,2,2,2,2,1,4,3,2,neutral or dissatisfied
Female,51,Eco,5,5,2,5,5,5,5,1,satisfied
Female,50,Business,5,3,4,5,5,5,5,3,satisfied
Male,58,Business,2,3,2,2,2,3,2,4,neutral or dissatisfied
Female,30,Business,3,3,3,3,1,4,3,3,neutral or dissatisfied
Male,56,Business,2,3,4,2,2,2,2,5,satisfied
Male,30,Business,3,4,4,4,4,1,3,4,neutral or dissatisfied
Female,47,Eco,3,3,3,3,3,3,3,4,neutral or dissatisfied
Male,22,Eco,1,5,5,5,4,1,4,5,neutral or dissatisfied
Male,48,Business,1,5,5,5,4,2,4,5,neutral or dissatisfied
Female,27,Eco,2,5,5,5,2,5,5,5,neutral or dissatisfied
Male,60,Eco,1,5,5,5,3,3,4,5,neutral or dissatisfied
Female,40,Business,2,5,4,5,5,5,5,3,satisfied
Male,30,Eco Plus,4,4,4,4,2,3,3,4,neutral or dissatisfied
Male,24,Business,3,3,3,3,1,1,1,3,neutral or dissatisfied
Male,66,Eco,0,4,4,4,5,5,5,4,satisfied
Female,56,Business,3,2,3,3,3,2,3,1,neutral or dissatisfied
Female,70,Eco,1,1,3,2,2,1,2,4,neutral or dissatisfied
Male,55,Eco,2,2,2,2,5,5,4,2,neutral or dissatisfied
Female,17,Business,1,1,1,1,4,5,4,1,neutral or dissatisfied
Male,46,Business,2,3,4,2,2,2,2,4,neutral or dissatisfied
Male,24,Business,1,2,2,2,4,2,5,2,satisfied
Female,59,Eco,2,3,5,2,2,0,2,4,neutral or dissatisfied
Male,18,Business,3,3,3,3,2,5,1,3,neutral or dissatisfied
Female,55,Eco,1,3,3,4,4,5,3,3,neutral or dissatisfied
Male,46,Eco,5,5,5,5,1,5,4,5,satisfied
Male,26,Eco,5,5,4,5,4,3,5,5,satisfied
Female,22,Eco,0,4,4,4,2,3,3,4,satisfied
Male,62,Eco,2,5,5,5,3,2,4,5,neutral or dissatisfied
Male,20,Eco,4,4,4,4,3,1,3,4,neutral or dissatisfied
Male,28,Business,0,4,4,4,3,2,4,4,satisfied
Female,57,Eco,1,2,4,3,3,1,3,4,neutral or dissatisfied
Female,9,Eco,1,1,1,1,1,5,2,1,neutral or dissatisfied
Female,29,Business,2,2,2,2,3,1,3,2,neutral or dissatisfied
Male,54,Business,3,5,2,4,4,4,4,4,satisfied
Female,48,Eco,4,1,2,4,4,4,4,4,satisfied
Female,47,Business,4,3,3,3,5,5,5,3,satisfied
Female,40,Eco,4,4,4,4,1,5,3,4,satisfied
Female,28,Eco,3,1,1,1,5,3,2,1,neutral or dissatisfied
Male,27,Business,5,5,5,5,5,5,4,5,satisfied
Male,59,Business,4,2,5,4,4,4,4,3,satisfied
Male,28,Eco,3,3,3,3,1,3,3,3,neutral or dissatisfied
Female,41,Business,2,4,5,4,4,4,4,5,satisfied
Male,51,Eco,4,2,2,2,5,4,1,2,neutral or dissatisfied
Male,55,Business,3,3,4,3,3,3,3,4,neutral or dissatisfied
Male,29,Business,4,5,5,5,4,4,4,5,satisfied
Female,35,Business,4,2,2,2,4,5,5,2,neutral or dissatisfied
Male,39,Business,2,3,4,5,5,5,5,5,satisfied
Female,49,Business,1,4,4,4,3,3,4,4,neutral or dissatisfied
