Flight_Distance,Dep_Arr_Time_Convenient,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction
661,3,35,59,neutral or dissatisfied
604,2,0,0,satisfied
1089,5,0,32,neutral or dissatisfied
3660,1,0,0,neutral or dissatisfied
1623,4,0,0,satisfied
2125,4,3,3,neutral or dissatisfied
1023,2,4,0,satisfied
316,1,0,1,neutral or dissatisfied
3648,1,42,25,neutral or dissatisfied
2436,5,0,0,satisfied
402,4,0,0,satisfied
134,5,0,0,satisfied
689,4,0,1,neutral or dissatisfied
3732,1,0,0,satisfied
2342,4,0,1,neutral or dissatisfied
2065,1,0,0,neutral or dissatisfied
2342,3,0,0,satisfied
173,4,93,99,neutral or dissatisfied
368,4,0,0,neutral or dissatisfied
748,1,49,49,satisfied
1903,3,0,0,satisfied
1069,1,0,0,neutral or dissatisfied
3894,1,0,50,satisfied
1183,5,5,0,satisfied
2677,3,0,17,neutral or dissatisfied
214,2,81,72,neutral or dissatisfied
861,4,0,44,neutral or dissatisfied
282,2,0,0,neutral or dissatisfied
423,4,1,0,neutral or dissatisfied
3259,5,0,0,satisfied
566,2,0,0,satisfied
1013,2,0,11,neutral or dissatisfied
762,5,0,23,neutral or dissatisfied
304,3,44,58,neutral or dissatisfied
2961,3,416,407,satisfied
2935,2,18,2,satisfied
1005,3,24,35,neutral or dissatisfied
3207,1,3,0,satisfied
2845,1,0,0,neutral or dissatisfied
140,5,0,0,neutral or dissatisfied
251,2,0,7,satisfied
604,4,0,0,satisfied
952,2,0,0,satisfied
1470,0,0,2,satisfied
846,4,0,0,satisfied
1124,5,0,0,neutral or dissatisfied
596,4,0,0,satisfied
395,0,0,0,satisfied
1399,4,2,3,satisfied
1846,5,14,0,satisfied
1464,2,0,0,satisfied
1121,2,0,0,neutral or dissatisfied
86,3,0,0,neutral or dissatisfied
468,2,0,0,satisfied
1961,1,102,97,satisfied
1129,4,0,0,neutral or dissatisfied
2342,3,46,48,satisfied
781,5,1,0,neutral or dissatisfied
602,1,0,0,neutral or dissatisfied
1452,5,0,15,neutral or dissatisfied
431,2,6,11,neutral or dissatisfied
773,2,4,13,neutral or dissatisfied
507,4,0,0,neutral or dissatisfied
2283,5,13,5,neutral or dissatisfied
2436,1,0,0,neutral or dissatisfied
2223,4,10,5,satisfied
533,1,58,54,neutral or dissatisfied
399,3,0,0,neutral or dissatisfied
951,3,0,0,satisfied
192,2,0,0,satisfied
1849,4,2,0,neutral or dissatisfied
721,5,39,29,neutral or dissatisfied
1092,2,0,0,neutral or dissatisfied
239,3,0,0,satisfied
985,1,2,15,neutral or dissatisfied
107,3,58,43,neutral or dissatisfied
2521,2,0,18,neutral or dissatisfied
805,5,0,0,satisfied
922,4,0,0,neutral or dissatisfied
1218,2,57,35,neutral or dissatisfied
2945,2,0,8,neutral or dissatisfied
328,2,0,0,neutral or dissatisfied
541,4,0,0,satisfied
488,4,3,12,neutral or dissatisfied
628,5,0,0,satisfied
948,1,0,0,satisfied
606,1,0,0,satisfied
901,3,0,0,neutral or dissatisfied
2437,3,0,0,neutral or dissatisfied
2611,3,11,0,satisfied
184,3,0,0,neutral or dissatisfied
1464,0,3,14,satisfied
354,4,0,0,satisfied
185,3,105,101,neutral or dissatisfied
829,5,5,11,neutral or dissatisfied
2446,2,20,0,satisfied
395,1,5,7,neutral or dissatisfied
2861,3,0,0,satisfied
3247,5,50,37,satisfied
1005,4,0,0,satisfied
383,5,0,0,satisfied
420,3,5,29,neutral or dissatisfied
1448,3,0,0,neutral or dissatisfied
106,4,0,0,satisfied
357,4,0,0,neutral or dissatisfied
3968,3,0,0,satisfied
541,3,4,0,neutral or dissatisfied
1121,4,10,16,neutral or dissatisfied
2409,1,0,0,satisfied
308,5,0,0,satisfied
1891,3,0,0,satisfied
763,4,15,8,satisfied
2802,2,31,23,satisfied
2106,5,24,0,neutral or dissatisfied
931,4,93,101,neutral or dissatisfied
3799,2,81,96,satisfied
672,4,0,0,neutral or dissatisfied
110,3,0,0,neutral or dissatisfied
1020,0,11,0,satisfied
358,1,0,0,satisfied
203,3,0,11,neutral or dissatisfied
818,3,21,37,neutral or dissatisfied
1096,3,68,43,neutral or dissatisfied
2832,3,113,105,satisfied
296,5,17,13,neutral or dissatisfied
374,1,25,29,neutral or dissatisfied
2446,2,0,0,satisfied
993,4,0,0,neutral or dissatisfied
1590,3,2,0,satisfied
878,5,20,20,satisfied
166,5,0,0,satisfied
304,4,0,0,neutral or dissatisfied
2556,3,0,11,satisfied
948,3,0,0,neutral or dissatisfied
1389,4,0,0,neutral or dissatisfied
2475,5,0,0,neutral or dissatisfied
783,1,0,0,neutral or dissatisfied
764,2,0,0,satisfied
406,3,40,29,neutral or dissatisfied
1298,2,0,0,satisfied
2214,1,28,19,neutral or dissatisfied
645,5,86,82,neutral or dissatisfied
944,2,0,0,satisfied
308,5,4,8,satisfied
651,2,124,114,neutral or dissatisfied
337,1,137,138,neutral or dissatisfied
119,2,187,191,neutral or dissatisfied
919,5,0,0,neutral or dissatisfied
259,5,0,0,neutral or dissatisfied
117,1,0,0,neutral or dissatisfied
449,3,0,0,satisfied
735,2,0,0,neutral or dissatisfied
201,3,1,0,satisfied
896,1,8,10,neutral or dissatisfied
1009,5,26,27,neutral or dissatisfied
156,5,0,0,neutral or dissatisfied
483,1,5,0,neutral or dissatisfied
641,5,7,0,neutral or dissatisfied
1532,1,0,0,neutral or dissatisfied
190,5,7,0,neutral or dissatisfied
409,2,12,6,satisfied
236,4,0,0,neutral or dissatisfied
2539,4,10,3,satisfied
931,5,0,4,satisfied
1990,2,18,6,neutral or dissatisfied
3298,3,0,0,satisfied
482,2,9,0,satisfied
1504,3,0,0,neutral or dissatisfied
601,4,1,0,neutral or dissatisfied
1990,4,0,0,neutral or dissatisfied
1945,1,36,33,satisfied
1688,2,32,28,satisfied
3905,5,0,0,satisfied
302,2,31,22,satisfied
797,5,29,19,neutral or dissatisfied
2615,5,0,0,satisfied
770,5,22,17,neutral or dissatisfied
587,2,35,18,neutral or dissatisfied
1208,4,1,0,neutral or dissatisfied
163,4,0,0,neutral or dissatisfied
542,3,7,9,satisfied
335,5,0,0,satisfied
669,5,53,41,neutral or dissatisfied
2579,4,0,0,neutral or dissatisfied
2227,5,15,50,satisfied
746,4,0,0,neutral or dissatisfied
3712,4,0,0,neutral or dissatisfied
134,5,79,70,neutral or dissatisfied
1299,3,1,0,neutral or dissatisfied
1862,5,31,30,neutral or dissatisfied
269,3,0,0,satisfied
936,1,17,3,satisfied
118,3,0,5,neutral or dissatisfied
1199,2,4,0,neutral or dissatisfied
158,0,0,0,neutral or dissatisfied
148,3,3,8,neutral or dissatisfied
576,4,17,24,neutral or dissatisfied
391,5,0,2,neutral or dissatisfied
2711,5,5,18,satisfied
314,3,0,0,neutral or dissatisfied
282,5,0,0,satisfied
1605,2,3,0,satisfied
1825,1,6,0,neutral or dissatisfied
3195,1,0,0,neutral or dissatisfied
1303,2,0,0,neutral or dissatisfied
785,1,247,286,satisfied
624,5,7,17,neutral or dissatisfied
1616,2,0,0,neutral or dissatisfied
1546,2,0,0,neutral or dissatisfied
1102,3,0,0,neutral or dissatisfied
1407,4,14,22,satisfied
300,4,0,0,neutral or dissatisfied
1048,1,0,0,neutral or dissatisfied
1020,1,0,0,neutral or dissatisfied
308,2,13,12,neutral or dissatisfied
2848,3,20,1,satisfied
2903,3,13,0,satisfied
500,5,0,0,satisfied
806,4,0,0,satisfied
2703,2,0,0,satisfied
602,4,0,0,satisfied
468,1,0,0,satisfied
2454,4,0,0,neutral or dissatisfied
989,1,0,0,satisfied
1079,4,24,16,neutral or dissatisfied
979,2,0,25,neutral or dissatisfied
1908,2,0,0,satisfied
1072,2,0,0,neutral or dissatisfied
2475,5,48,77,neutral or dissatisfied
2994,4,0,0,neutral or dissatisfied
2119,2,0,0,satisfied
3785,4,0,16,satisfied
3336,5,0,0,satisfied
1616,0,0,0,satisfied
1096,5,0,0,neutral or dissatisfied
620,1,13,0,neutral or dissatisfied
343,5,0,0,satisfied
328,4,0,0,neutral or dissatisfied
1325,5,0,6,neutral or dissatisfied
1400,2,0,0,satisfied
1017,4,126,0,neutral or dissatisfied
2229,0,0,1,satisfied
1635,2,145,122,satisfied
761,1,10,1,satisfied
356,1,60,41,satisfied
1874,4,20,30,satisfied
3240,1,12,2,satisfied
907,1,3,0,neutral or dissatisfied
817,0,0,5,neutral or dissatisfied
622,0,75,61,neutral or dissatisfied
843,2,0,0,neutral or dissatisfied
1723,1,80,103,satisfied
227,3,0,0,satisfied
745,3,0,0,neutral or dissatisfied
1616,4,2,0,neutral or dissatisfied
342,5,4,0,neutral or dissatisfied
2401,2,0,0,satisfied
159,2,15,13,satisfied
262,4,3,0,neutral or dissatisfied
326,0,0,0,neutral or dissatisfied
944,2,87,79,neutral or dissatisfied
970,4,12,0,neutral or dissatisfied
920,3,7,3,neutral or dissatisfied
1440,5,8,9,satisfied
1592,4,0,0,neutral or dissatisfied
997,3,0,0,neutral or dissatisfied
502,3,0,0,satisfied
528,1,5,0,neutral or dissatisfied
677,2,0,5,satisfied
674,1,0,0,neutral or dissatisfied
3424,3,0,0,neutral or dissatisfied
391,4,68,77,neutral or dissatisfied
209,4,0,0,satisfied
227,5,42,34,neutral or dissatisfied
1183,5,20,0,neutral or dissatisfied
3151,2,2,15,satisfied
2356,2,0,0,neutral or dissatisfied
1235,2,8,0,satisfied
147,2,0,0,neutral or dissatisfied
409,2,18,6,satisfied
1788,2,0,7,neutral or dissatisfied
748,2,129,122,neutral or dissatisfied
2106,1,5,0,satisfied
2241,3,0,0,satisfied
853,3,0,0,satisfied
2957,5,45,44,satisfied
190,4,0,0,satisfied
337,0,0,0,satisfied
2376,5,0,0,neutral or dissatisfied
1919,1,100,80,neutral or dissatisfied
337,4,0,0,neutral or dissatisfied
1844,5,39,43,satisfied
1205,1,0,0,neutral or dissatisfied
550,4,0,0,neutral or dissatisfied
3935,2,0,0,satisfied
2979,4,0,0,satisfied
1020,0,52,30,neutral or dissatisfied
1136,4,0,28,satisfied
651,2,0,0,neutral or dissatisfied
164,2,0,31,neutral or dissatisfied
802,4,0,0,satisfied
919,4,0,0,neutral or dissatisfied
3365,4,0,0,satisfied
651,5,96,80,neutral or dissatisfied
453,5,0,23,neutral or dissatisfied
2450,3,12,0,neutral or dissatisfied
3121,3,0,3,satisfied
377,3,0,0,neutral or dissatisfied
2993,2,9,24,neutral or dissatisfied
2378,3,0,12,neutral or dissatisfied
1562,4,13,8,satisfied
282,4,0,0,neutral or dissatisfied
129,2,12,8,satisfied
579,2,0,0,neutral or dissatisfied
707,5,0,0,neutral or dissatisfied
3732,4,0,1,satisfied
874,3,0,0,neutral or dissatisfied
328,3,0,0,neutral or dissatisfied
296,4,0,0,satisfied
2132,4,0,0,neutral or dissatisfied
919,2,10,0,satisfied
2053,4,0,0,satisfied
361,1,0,6,neutral or dissatisfied
173,4,13,14,neutral or dissatisfied
2632,4,23,22,satisfied
2931,1,0,0,satisfied
280,5,0,3,neutral or dissatisfied
1608,5,0,0,satisfied
1754,1,0,0,satisfied
2719,5,0,0,satisfied
1791,3,9,0,satisfied
1464,4,0,0,neutral or dissatisfied
2417,3,0,28,satisfied
2416,1,0,0,satisfied
570,4,0,0,neutral or dissatisfied
2855,4,0,12,satisfied
868,1,0,0,satisfied
968,2,0,1,neutral or dissatisfied
436,5,28,29,neutral or dissatisfied
1045,4,0,0,neutral or dissatisfied
3880,1,36,27,satisfied
731,2,0,1,neutral or dissatisfied
605,5,14,6,neutral or dissatisfied
3637,3,0,0,satisfied
644,4,25,17,neutral or dissatisfied
908,4,3,0,satisfied
1182,0,0,0,satisfied
1569,4,0,0,neutral or dissatisfied
912,4,0,0,neutral or dissatisfied
1235,3,0,0,neutral or dissatisfied
3048,3,8,1,satisfied
1208,3,0,0,satisfied
677,5,0,0,neutral or dissatisfied
896,2,36,25,neutral or dissatisfied
334,3,17,0,neutral or dissatisfied
746,1,27,44,neutral or dissatisfied
1371,5,0,0,neutral or dissatisfied
502,4,0,0,satisfied
1047,2,0,0,satisfied
925,5,8,0,neutral or dissatisfied
1020,5,7,0,neutral or dissatisfied
599,0,6,0,satisfied
3699,5,1,0,satisfied
2745,2,98,84,satisfied
151,4,19,4,neutral or dissatisfied
268,0,13,0,satisfied
1721,4,12,9,satisfied
402,4,2,0,neutral or dissatisfied
878,3,0,0,neutral or dissatisfied
641,0,0,0,neutral or dissatisfied
696,3,25,24,neutral or dissatisfied
73,1,0,0,satisfied
1011,2,15,35,neutral or dissatisfied
1464,3,0,0,satisfied
2977,1,0,5,satisfied
236,5,1,5,neutral or dissatisfied
315,4,0,0,satisfied
1165,2,63,50,neutral or dissatisfied
1844,5,0,0,neutral or dissatisfied
240,4,10,3,neutral or dissatisfied
2804,5,0,0,satisfied
1035,3,29,13,neutral or dissatisfied
2248,2,14,11,satisfied
260,5,13,0,satisfied
775,2,4,6,neutral or dissatisfied
89,4,0,0,satisfied
545,3,0,0,neutral or dissatisfied
2801,4,14,38,satisfied
308,4,0,0,neutral or dissatisfied
2003,5,50,21,satisfied
3311,2,0,0,neutral or dissatisfied
1750,2,20,22,neutral or dissatisfied
853,0,8,0,satisfied
399,5,0,0,neutral or dissatisfied
258,2,0,0,neutral or dissatisfied
589,5,27,12,neutral or dissatisfied
1185,3,56,54,neutral or dissatisfied
674,1,9,7,neutral or dissatisfied
617,2,0,0,satisfied
2486,2,0,1,satisfied
2207,1,27,46,satisfied
1558,5,2,12,neutral or dissatisfied
321,4,63,60,neutral or dissatisfied
999,5,0,0,neutral or dissatisfied
674,5,7,23,neutral or dissatisfied
912,2,88,53,neutral or dissatisfied
226,5,0,0,satisfied
581,1,2,0,neutral or dissatisfied
3199,4,0,0,satisfied
874,1,2,0,neutral or dissatisfied
168,4,0,3,satisfied
2512,4,44,30,satisfied
589,0,69,64,neutral or dissatisfied
2702,5,13,5,satisfied
3796,3,1,1,satisfied
2251,2,0,0,satisfied
1242,3,0,0,neutral or dissatisfied
2311,4,0,0,satisfied
1481,2,16,27,satisfied
1909,1,9,8,satisfied
432,0,3,5,neutral or dissatisfied
101,3,0,0,satisfied
432,3,0,0,satisfied
1294,3,20,19,satisfied
1655,4,8,1,satisfied
628,2,20,1,neutral or dissatisfied
3246,1,0,0,satisfied
3733,2,3,2,satisfied
3208,4,32,32,satisfied
271,3,46,38,neutral or dissatisfied
332,4,0,0,neutral or dissatisfied
696,2,0,0,neutral or dissatisfied
1806,3,41,29,satisfied
1587,5,0,0,neutral or dissatisfied
200,0,0,0,neutral or dissatisfied
725,2,3,0,neutral or dissatisfied
803,3,66,78,neutral or dissatisfied
748,5,88,73,satisfied
108,5,0,0,neutral or dissatisfied
1726,1,24,0,satisfied
1195,4,0,0,neutral or dissatisfied
3447,0,0,18,satisfied
533,4,0,12,neutral or dissatisfied
624,4,0,0,satisfied
452,3,24,13,neutral or dissatisfied
911,3,0,19,satisfied
1395,3,0,0,neutral or dissatisfied
438,3,0,0,satisfied
3880,3,146,171,satisfied
1977,3,3,0,satisfied
628,4,55,49,satisfied
584,5,0,0,satisfied
624,3,0,0,satisfied
2407,1,11,4,neutral or dissatisfied
3903,2,0,6,satisfied
1597,3,22,0,neutral or dissatisfied
1834,1,39,37,satisfied
283,5,20,16,satisfied
3534,4,23,0,neutral or dissatisfied
1608,1,0,0,satisfied
1923,4,21,16,neutral or dissatisfied
413,5,0,0,neutral or dissatisfied
491,1,74,65,satisfied
265,3,0,0,neutral or dissatisfied
846,2,0,0,satisfied
1400,4,0,0,satisfied
1496,1,0,0,neutral or dissatisfied
2935,2,6,0,satisfied
1569,2,72,124,neutral or dissatisfied
628,2,0,0,neutral or dissatisfied
2454,3,2,6,neutral or dissatisfied
641,5,44,54,neutral or dissatisfied
552,4,5,11,satisfied
1085,2,0,0,neutral or dissatisfied
646,3,16,20,neutral or dissatisfied
106,0,0,0,satisfied
1172,3,7,0,satisfied
763,3,0,0,satisfied
2717,5,0,3,satisfied
370,4,16,13,satisfied
237,4,0,1,neutral or dissatisfied
1242,5,0,0,neutral or dissatisfied
262,0,0,3,neutral or dissatisfied
696,5,2,12,neutral or dissatisfied
2034,4,0,0,satisfied
2045,5,0,0,neutral or dissatisfied
3463,1,118,109,satisfied
2755,5,22,23,satisfied
2686,3,0,0,satisfied
2275,5,0,0,satisfied
2982,5,0,0,satisfied
397,1,0,6,neutral or dissatisfied
2097,3,40,27,satisfied
3108,2,0,0,neutral or dissatisfied
271,2,0,0,satisfied
2510,1,0,0,satisfied
3019,2,10,0,satisfied
1749,4,0,0,satisfied
300,5,27,22,satisfied
2075,1,38,34,satisfied
946,4,3,0,neutral or dissatisfied
1013,1,54,56,neutral or dissatisfied
2288,4,0,7,satisfied
533,2,0,3,neutral or dissatisfied
531,5,10,0,neutral or dissatisfied
2976,2,60,58,satisfied
479,3,0,0,satisfied
501,1,0,0,satisfied
3215,3,0,0,satisfied
187,4,0,0,neutral or dissatisfied
936,3,0,0,neutral or dissatisfied
372,4,0,0,satisfied
620,1,5,0,satisfied
744,4,43,37,satisfied
1790,4,26,4,satisfied
2227,5,0,0,neutral or dissatisfied
419,5,43,33,neutral or dissatisfied
929,4,0,0,neutral or dissatisfied
1846,4,0,0,satisfied
163,4,0,0,satisfied
3515,4,15,2,satisfied
2182,1,8,0,satisfied
1080,4,52,38,satisfied
499,5,0,7,satisfied
3897,4,0,12,neutral or dissatisfied
414,1,34,23,neutral or dissatisfied
404,2,15,0,neutral or dissatisfied
3801,4,100,94,neutral or dissatisfied
770,3,0,0,neutral or dissatisfied
2845,5,130,115,neutral or dissatisfied
296,5,0,21,neutral or dissatisfied
594,4,5,87,neutral or dissatisfied
1023,4,1,3,neutral or dissatisfied
3404,2,0,0,satisfied
2111,5,0,0,satisfied
2467,5,43,36,neutral or dissatisfied
1747,2,25,20,satisfied
772,2,222,221,satisfied
120,4,0,0,neutral or dissatisfied
164,5,3,0,neutral or dissatisfied
833,4,87,75,neutral or dissatisfied
2430,4,0,0,satisfied
581,4,44,48,neutral or dissatisfied
1744,3,0,0,satisfied
2434,1,0,0,neutral or dissatisfied
605,1,0,0,satisfied
226,5,12,5,satisfied
237,5,0,0,neutral or dissatisfied
675,2,0,0,neutral or dissatisfied
462,2,11,27,neutral or dissatisfied
224,2,4,4,neutral or dissatisfied
990,4,2,0,neutral or dissatisfied
1074,1,0,0,neutral or dissatisfied
687,4,0,0,satisfied
987,5,0,3,neutral or dissatisfied
192,5,8,8,neutral or dissatisfied
2378,4,28,40,satisfied
2442,1,6,0,neutral or dissatisfied
101,3,0,0,satisfied
3810,3,163,160,satisfied
358,4,0,0,neutral or dissatisfied
258,3,10,6,neutral or dissatisfied
364,2,0,8,neutral or dissatisfied
1603,5,0,0,satisfied
622,4,0,0,neutral or dissatisfied
416,4,0,0,neutral or dissatisfied
408,4,0,2,satisfied
1742,4,0,0,satisfied
543,0,0,0,neutral or dissatisfied
641,1,37,34,satisfied
1020,5,0,0,neutral or dissatisfied
2358,4,0,0,neutral or dissatisfied
544,3,205,240,neutral or dissatisfied
448,3,0,0,neutral or dissatisfied
646,5,0,0,satisfied
868,2,0,0,satisfied
850,1,15,0,neutral or dissatisfied
1671,1,0,0,neutral or dissatisfied
752,4,0,0,neutral or dissatisfied
725,1,0,0,neutral or dissatisfied
2521,5,0,0,satisfied
364,4,7,17,satisfied
315,5,275,248,neutral or dissatisfied
208,5,0,0,neutral or dissatisfied
1751,5,0,0,neutral or dissatisfied
591,5,1,5,satisfied
184,5,0,1,neutral or dissatisfied
1569,5,0,16,neutral or dissatisfied
262,2,0,0,neutral or dissatisfied
214,1,0,0,neutral or dissatisfied
1235,3,0,0,neutral or dissatisfied
2588,3,0,0,satisfied
1834,3,0,0,satisfied
2342,2,8,0,neutral or dissatisfied
425,1,2,1,satisfied
1671,2,0,0,neutral or dissatisfied
192,5,0,0,neutral or dissatisfied
266,2,8,7,satisfied
1045,5,0,0,satisfied
2607,5,0,0,satisfied
1650,1,37,44,neutral or dissatisfied
102,0,5,5,neutral or dissatisfied
1919,4,0,0,satisfied
448,5,52,54,neutral or dissatisfied
3767,4,0,0,satisfied
2504,2,0,0,satisfied
201,2,0,0,neutral or dissatisfied
682,3,0,4,neutral or dissatisfied
1623,1,60,52,satisfied
484,0,0,0,neutral or dissatisfied
2680,1,0,1,satisfied
483,4,0,5,neutral or dissatisfied
3151,4,12,7,satisfied
603,4,0,0,neutral or dissatisfied
562,4,0,0,neutral or dissatisfied
308,3,0,27,neutral or dissatisfied
181,4,6,14,satisfied
2475,3,0,0,neutral or dissatisfied
3170,4,0,0,satisfied
2267,3,0,0,satisfied
1668,4,23,12,satisfied
417,5,18,19,satisfied
163,4,0,0,neutral or dissatisfied
679,1,0,0,neutral or dissatisfied
354,5,0,0,neutral or dissatisfied
1089,5,0,4,neutral or dissatisfied
2089,1,4,9,neutral or dissatisfied
349,3,0,0,satisfied
591,3,44,62,neutral or dissatisfied
480,2,0,0,neutral or dissatisfied
164,1,0,0,neutral or dissatisfied
534,2,0,9,neutral or dissatisfied
2153,1,25,22,satisfied
1521,1,19,42,satisfied
2974,2,0,0,satisfied
1576,4,167,139,satisfied
204,3,0,0,satisfied
2419,2,0,0,satisfied
542,4,0,0,neutral or dissatisfied
743,3,2,1,satisfied
1157,5,1,0,neutral or dissatisfied
1056,2,24,15,neutral or dissatisfied
1389,2,0,0,satisfied
646,2,0,0,neutral or dissatisfied
934,4,0,0,satisfied
315,1,0,0,neutral or dissatisfied
175,1,0,0,neutral or dissatisfied
1524,1,1,0,satisfied
200,5,0,0,satisfied
405,5,53,58,neutral or dissatisfied
721,2,0,12,neutral or dissatisfied
550,2,0,0,neutral or dissatisfied
190,3,142,129,neutral or dissatisfied
542,0,24,18,satisfied
2139,1,0,8,satisfied
641,4,15,16,neutral or dissatisfied
993,5,56,52,satisfied
2659,2,1,2,satisfied
1660,5,3,0,neutral or dissatisfied
3748,5,24,17,satisfied
1096,1,24,28,satisfied
529,1,0,0,neutral or dissatisfied
557,2,0,0,neutral or dissatisfied
2352,2,21,21,satisfied
2150,1,0,0,satisfied
139,2,0,0,satisfied
1781,5,0,0,neutral or dissatisfied
414,3,4,2,neutral or dissatisfied
349,3,204,197,neutral or dissatisfied
975,2,0,0,neutral or dissatisfied
1671,1,2,0,satisfied
2039,1,15,0,satisfied
3130,3,7,0,neutral or dissatisfied
2324,5,0,38,satisfied
997,5,7,6,neutral or dissatisfied
867,2,29,17,satisfied
460,3,0,0,satisfied
972,2,0,0,satisfied
901,1,0,0,neutral or dissatisfied
347,3,4,0,satisfied
456,3,25,13,neutral or dissatisfied
427,3,0,0,neutral or dissatisfied
199,5,0,0,neutral or dissatisfied
2057,3,0,0,satisfied
2454,3,14,28,neutral or dissatisfied
1749,2,7,0,neutral or dissatisfied
2338,5,0,0,satisfied
1269,5,26,30,neutral or dissatisfied
1448,4,0,0,satisfied
1506,5,31,29,satisfied
933,4,0,4,satisfied
2917,1,16,18,satisfied
569,1,12,12,neutral or dissatisfied
2905,2,0,6,satisfied
358,5,0,0,neutral or dissatisfied
833,5,34,23,satisfied
3983,4,1,0,satisfied
226,5,15,13,neutral or dissatisfied
898,0,0,0,satisfied
369,3,0,0,satisfied
1072,3,0,5,neutral or dissatisfied
602,3,0,0,neutral or dissatisfied
1708,0,34,37,satisfied
2139,2,18,8,satisfied
1678,5,0,0,satisfied
946,2,0,0,neutral or dissatisfied
369,2,0,0,satisfied
3955,2,59,52,satisfied
1512,3,12,1,neutral or dissatisfied
1927,1,0,4,neutral or dissatisfied
1964,0,0,0,satisfied
3689,1,0,1,neutral or dissatisfied
1192,3,0,2,satisfied
403,0,34,32,neutral or dissatisfied
337,5,99,104,satisfied
482,4,0,46,neutral or dissatisfied
3040,3,0,6,neutral or dissatisfied
1185,4,5,43,neutral or dissatisfied
332,3,0,0,satisfied
954,4,0,0,neutral or dissatisfied
1009,1,12,10,neutral or dissatisfied
937,5,7,0,neutral or dissatisfied
266,3,0,0,neutral or dissatisfied
491,3,0,0,neutral or dissatisfied
468,5,0,0,neutral or dissatisfied
1947,2,31,12,neutral or dissatisfied
2201,2,0,0,satisfied
1699,1,0,0,neutral or dissatisfied
416,4,0,0,neutral or dissatisfied
920,4,9,3,satisfied
370,5,0,0,satisfied
602,3,0,0,neutral or dissatisfied
335,5,0,0,neutral or dissatisfied
2409,2,67,82,satisfied
2329,3,0,0,satisfied
549,5,170,155,neutral or dissatisfied
